StudentID,Year,Company,Package,Status,InterviewMode,Interview_Rounds,Placed_Date
7498,2018,"Sridhar, Narang and Choudhury",4.57,Rejected,Online,2,2024-10-19
7498,2018,Bali and Sons,12.58,Rejected,Offline,5,2016-12-19
7498,2018,Verma LLC,25.97,Placed,Online,2,2022-06-13
7498,2018,Seshadri Ltd,15.8,Rejected,Online,4,2018-12-01
7498,2018,Gole-Rajagopal,20.98,Rejected,Offline,2,2021-07-06
7498,2018,Sheth Ltd,9.45,Placed,Offline,5,2024-07-09
7498,2018,Batta-Chaudhari,32.65,Placed,Online,2,2016-04-01
7499,2018,Gade-Biswas,22.7,Rejected,Offline,2,2021-05-13
7499,2018,Ganguly PLC,13.2,Rejected,Online,3,2020-11-17
7499,2018,"Kulkarni, Patil and Kalla",6.03,Placed,Online,4,2025-03-12
7499,2018,"Kashyap, Pingle and Shroff",5.57,Placed,Online,2,2019-06-20
7499,2018,Char-Magar,13.03,Placed,Offline,3,2023-03-25
7500,2018,Prashad Ltd,5.51,Rejected,Offline,4,2024-09-11
7500,2018,Virk-Sen,23.64,Placed,Online,5,2025-09-13
7500,2018,Khatri-Doctor,28.25,Rejected,Offline,2,2025-11-10
7500,2018,"Kaul, Gaba and Sidhu",12.49,Rejected,Offline,2,2019-03-04
7500,2018,"Grewal, Parekh and Atwal",31.37,Rejected,Offline,3,2017-11-27
7500,2018,Dada-Babu,4.42,Rejected,Offline,4,2026-01-03
7500,2018,Comar-Behl,3.07,Rejected,Offline,2,2021-08-28
7501,2018,Prabhakar-Sant,32.97,Rejected,Offline,3,2018-09-30
7501,2018,Merchant Inc,5.53,Placed,Offline,5,2020-05-03
7501,2018,Mittal PLC,15.9,Placed,Online,5,2016-07-25
7501,2018,Mistry-Sen,3.07,Rejected,Online,3,2016-10-25
7501,2018,"Johal, Sha and Misra",20.81,Rejected,Online,5,2021-06-25
7501,2018,"Dar, Dugar and Pant",33.01,Rejected,Offline,3,2017-01-13
7501,2018,Batta-Chaudhari,23.17,Placed,Online,4,2020-02-19
7502,2018,"Bhatt, Halder and Vala",14.71,Rejected,Online,2,2022-03-03
7502,2018,"Grewal, Naik and Joshi",20.36,Placed,Online,3,2025-12-02
7502,2018,Dugal-Chakrabarti,7.47,Rejected,Offline,3,2021-04-05
7502,2018,Konda Group,7.24,Rejected,Online,3,2023-02-19
7503,2018,"Gade, Raj and Ganesan",38.88,Rejected,Online,4,2017-03-05
7503,2018,Lad-Chowdhury,31.18,Rejected,Offline,5,2018-05-25
7503,2018,Narula-Thakkar,4.46,Rejected,Online,5,2020-06-05
7504,2018,Chowdhury PLC,6.95,Rejected,Offline,4,2025-06-09
7504,2018,Goel and Sons,3.08,Placed,Online,2,2024-10-11
7504,2018,Sanghvi and Sons,31.73,Rejected,Online,5,2025-09-29
7504,2018,De-Khalsa,12.55,Rejected,Offline,4,2017-10-21
7505,2018,Deshpande Inc,6.2,Rejected,Offline,3,2022-01-27
7505,2018,Agrawal LLC,15.06,Placed,Offline,2,2022-07-29
7505,2018,Maharaj and Sons,6.35,Rejected,Online,2,2025-04-30
7506,2018,Kamdar PLC,9.36,Placed,Online,3,2025-07-08
7506,2018,"Puri, Luthra and Choudhury",3.06,Placed,Online,4,2024-09-17
7506,2018,Dixit PLC,15.29,Rejected,Offline,2,2023-05-15
7506,2018,De-Khalsa,12.01,Rejected,Online,2,2018-07-20
7506,2018,Thakur-Swamy,33.48,Rejected,Online,3,2019-12-05
7506,2018,Gupta Group,38.17,Rejected,Online,3,2017-05-13
7507,2018,"Sridhar, Narang and Choudhury",4.37,Rejected,Offline,2,2019-04-27
7507,2018,Chowdhury PLC,6.93,Placed,Offline,3,2019-02-09
7507,2018,"Contractor, Dass and Bajaj",14.96,Placed,Offline,2,2018-02-26
7508,2018,"Cheema, Dutt and Korpal",6.9,Rejected,Offline,3,2017-06-19
7508,2018,"Hans, Chopra and Kannan",15.44,Rejected,Online,3,2024-08-15
7508,2018,"Magar, Anand and Dara",7.45,Rejected,Offline,4,2018-12-26
7508,2018,Sandal and Sons,4.05,Placed,Offline,4,2020-04-07
7508,2018,"Grewal, Parekh and Atwal",18.0,Rejected,Online,2,2025-12-07
7508,2018,Ray-Bhakta,5.15,Rejected,Offline,5,2019-03-01
7509,2018,"Kar, Wagle and Rana",27.78,Rejected,Online,2,2020-07-14
7509,2018,Sagar-Solanki,3.75,Rejected,Offline,5,2017-01-14
7509,2018,Kari Group,23.07,Rejected,Offline,2,2020-02-11
7510,2018,"Mandal, Batra and Wali",23.87,Rejected,Online,3,2019-09-22
7510,2018,Prashad Ltd,4.75,Rejected,Online,3,2026-01-05
7510,2018,"Sur, Halder and Muni",14.08,Placed,Online,4,2021-07-27
7510,2018,Ratta PLC,18.28,Placed,Offline,4,2017-07-12
7510,2018,"Sidhu, Saha and Rout",10.39,Placed,Online,2,2021-06-03
7510,2018,"Mandal, Batra and Wali",25.53,Rejected,Online,3,2026-03-07
7511,2018,Sodhi PLC,6.42,Placed,Offline,5,2025-05-15
7511,2018,Bandi-Kala,30.34,Placed,Offline,2,2018-05-17
7511,2018,"Kashyap, Gopal and Arya",14.12,Rejected,Offline,3,2025-05-18
7511,2018,"Keer, Rau and Suri",16.11,Placed,Online,2,2017-01-25
7511,2018,Konda Group,5.31,Rejected,Online,5,2019-05-18
7511,2018,Narayanan Ltd,4.13,Rejected,Online,2,2021-01-02
7512,2018,"Keer, Rau and Suri",12.26,Rejected,Online,2,2022-03-01
7512,2018,Loyal-Soni,6.81,Rejected,Online,4,2021-03-14
7512,2018,"Vohra, Ratta and Bora",17.21,Placed,Offline,2,2019-04-21
7512,2018,Wali Ltd,10.46,Rejected,Offline,5,2025-08-21
7512,2018,Garde-Bera,26.51,Rejected,Offline,4,2021-02-22
7512,2018,Kothari PLC,7.23,Placed,Offline,3,2018-08-01
7513,2018,"Talwar, Rout and Sundaram",12.36,Placed,Offline,4,2019-01-02
7513,2018,Nagar and Sons,20.05,Rejected,Offline,5,2019-07-27
7513,2018,Narayanan Group,17.02,Rejected,Offline,3,2023-04-13
7514,2018,Oza-Shan,30.62,Rejected,Online,2,2021-10-31
7514,2018,Sem Group,5.38,Rejected,Offline,5,2021-11-24
7514,2018,"Dar, Dugar and Pant",34.94,Rejected,Offline,4,2017-04-06
7514,2018,Agate-Kant,12.8,Placed,Online,5,2021-07-05
7514,2018,Patla LLC,7.57,Placed,Online,5,2025-09-20
7514,2018,"Choudhary, Dave and Johal",18.39,Rejected,Online,3,2022-01-17
7514,2018,Kothari PLC,6.23,Rejected,Offline,5,2019-12-26
7515,2018,Mistry-Baria,3.73,Rejected,Offline,5,2018-07-18
7515,2018,Devi Group,5.17,Rejected,Online,3,2025-03-23
7515,2018,"Sidhu, Saha and Rout",14.21,Placed,Online,4,2016-11-26
7515,2018,Dhillon-Hari,35.88,Rejected,Online,3,2025-03-24
7515,2018,Dhawan-Luthra,7.84,Placed,Online,4,2023-05-20
7515,2018,"Biswas, Nagar and Balakrishnan",24.65,Rejected,Online,2,2017-10-04
7515,2018,"Acharya, Dora and Oak",20.44,Placed,Offline,2,2023-07-09
7515,2018,Munshi-Dora,33.87,Rejected,Offline,2,2018-09-15
7516,2018,Dua-Mitra,30.02,Rejected,Offline,2,2016-04-26
7516,2018,Chaudhary and Sons,18.59,Placed,Online,2,2020-07-10
7516,2018,Rai-Verma,15.14,Placed,Offline,2,2018-07-22
7516,2018,Vyas-Chaudhary,16.97,Rejected,Offline,3,2021-03-31
7516,2018,Borde Ltd,6.2,Rejected,Offline,3,2024-06-03
7516,2018,Sahota Ltd,16.74,Rejected,Online,4,2022-12-18
7517,2018,Garg-Khatri,18.51,Rejected,Offline,2,2025-09-25
7517,2018,Dhawan-Chowdhury,4.7,Placed,Online,2,2019-12-09
7517,2018,Bajaj-Saha,16.17,Rejected,Online,4,2022-06-09
7517,2018,Khare PLC,3.69,Rejected,Offline,5,2021-05-13
7517,2018,Dani-Sunder,27.15,Rejected,Offline,3,2023-01-03
7517,2018,Narula-Banik,11.02,Placed,Offline,3,2018-09-09
7518,2018,Pant and Sons,19.5,Placed,Offline,4,2025-12-31
7518,2018,"Goyal, Iyengar and Jaggi",4.26,Rejected,Online,2,2019-05-08
7518,2018,Nazareth Group,12.71,Rejected,Online,4,2017-05-25
7518,2018,"Shankar, Yogi and Thakkar",14.77,Placed,Offline,5,2019-03-09
7518,2018,"Jain, Agrawal and Gandhi",20.99,Placed,Online,5,2022-12-16
7519,2018,"Chokshi, Murty and Chada",7.98,Rejected,Online,5,2017-05-12
7519,2018,Garde-Bera,21.97,Rejected,Online,2,2016-08-07
7519,2018,Gole-Rajagopal,27.77,Placed,Online,2,2024-04-01
7519,2018,"Kumer, Brahmbhatt and Dutt",36.35,Placed,Online,2,2023-05-10
7519,2018,Ghose PLC,22.92,Rejected,Offline,3,2018-07-10
7520,2018,"Sahota, Nagy and Gulati",4.86,Placed,Offline,5,2023-07-21
7520,2018,Comar-Behl,7.28,Rejected,Offline,2,2021-11-26
7520,2018,"Prabhu, Chowdhury and Wali",4.24,Rejected,Offline,5,2024-08-22
7520,2018,Johal-Dey,11.9,Rejected,Offline,5,2021-04-25
7521,2018,"Menon, Murty and Borah",27.23,Placed,Offline,5,2019-03-12
7521,2018,"Johal, Sha and Misra",38.12,Placed,Offline,4,2017-07-21
7521,2018,Rajan-More,34.55,Rejected,Offline,3,2019-09-13
7521,2018,"Kumer, Brahmbhatt and Dutt",19.85,Placed,Online,4,2020-02-09
7521,2018,"Bhavsar, Patla and Sridhar",18.9,Placed,Offline,3,2021-02-03
7521,2018,Bobal and Sons,6.14,Rejected,Online,4,2017-04-22
7521,2018,Joshi and Sons,12.74,Placed,Online,2,2022-09-18
7521,2018,Ravi Inc,8.45,Rejected,Offline,4,2019-01-21
7522,2018,"Misra, Bahri and Choudhury",11.12,Placed,Offline,2,2018-11-07
7522,2018,"Majumdar, Sachdeva and Ramachandran",9.44,Rejected,Online,2,2016-08-14
7522,2018,Bava Group,5.46,Rejected,Online,4,2019-06-14
7522,2018,Sarin-Dhar,6.17,Placed,Offline,5,2023-12-26
7522,2018,Shenoy LLC,10.48,Placed,Offline,2,2017-04-02
7522,2018,"Chadha, Rau and Ratti",3.03,Placed,Offline,4,2024-08-13
7522,2018,"Saraf, Das and Kuruvilla",8.81,Rejected,Offline,5,2017-12-18
7523,2018,Bhagat-Tak,13.4,Rejected,Offline,5,2020-08-21
7523,2018,Dalal Group,10.98,Rejected,Offline,3,2019-12-13
7523,2018,Golla PLC,18.25,Rejected,Online,4,2023-10-09
7523,2018,"Sagar, Naik and Varghese",6.6,Placed,Offline,4,2020-04-11
7523,2018,"Sur, Halder and Muni",13.64,Placed,Offline,2,2016-07-15
7523,2018,Agate-Kant,9.48,Placed,Online,2,2023-04-21
7524,2018,Setty Group,8.71,Placed,Online,2,2023-04-29
7524,2018,Kohli Ltd,28.8,Placed,Online,3,2019-03-07
7524,2018,Bains LLC,18.9,Rejected,Online,3,2018-07-19
7524,2018,Devan Ltd,7.76,Placed,Offline,4,2022-02-08
7525,2018,Toor-Rajan,3.44,Rejected,Online,4,2025-03-29
7525,2018,"Shankar, Yogi and Thakkar",9.92,Placed,Online,4,2017-05-13
7525,2018,Konda and Sons,27.63,Rejected,Online,4,2018-05-18
7525,2018,Pradhan Inc,13.07,Rejected,Online,3,2021-11-06
7525,2018,Nayar-Puri,5.55,Rejected,Online,5,2022-07-15
7525,2018,Sahota-Randhawa,23.25,Placed,Online,2,2022-10-22
7526,2018,Mani-Lala,17.91,Placed,Online,3,2019-04-09
7526,2018,Mahajan-Bose,6.35,Placed,Online,4,2020-10-27
7526,2018,Venkataraman Inc,21.27,Rejected,Online,2,2020-07-10
7526,2018,Parekh LLC,23.67,Placed,Offline,2,2023-07-17
7526,2018,Pandey-Narayan,9.89,Placed,Offline,4,2024-10-11
7526,2018,"Parmar, Sampath and Solanki",16.93,Rejected,Online,4,2021-09-07
7527,2018,"Rana, Jhaveri and Vasa",3.38,Rejected,Online,3,2018-01-30
7527,2018,Bhagat PLC,5.54,Rejected,Online,5,2023-03-25
7527,2018,Dutt Ltd,38.75,Rejected,Online,4,2021-02-12
7528,2018,Narula-Banik,10.55,Placed,Online,3,2019-04-07
7528,2018,Raju-Kapadia,15.98,Rejected,Offline,2,2017-09-22
7528,2018,"Vohra, Ram and Shukla",35.98,Placed,Online,5,2016-06-27
7528,2018,Kulkarni Ltd,4.91,Placed,Offline,3,2020-11-16
7528,2018,Swaminathan-Nori,8.53,Rejected,Offline,3,2024-05-22
7528,2018,Dhawan-Chowdhury,3.88,Placed,Offline,2,2025-08-19
7528,2018,Talwar-Kannan,14.97,Placed,Offline,3,2017-06-18
7529,2018,Anand and Sons,5.21,Placed,Online,3,2022-10-08
7529,2018,Balasubramanian-Borra,4.66,Placed,Offline,4,2017-03-22
7529,2018,"Srinivas, Baral and Baral",7.81,Placed,Online,4,2016-12-01
7530,2018,Maharaj and Sons,3.28,Rejected,Offline,2,2017-07-19
7530,2018,Contractor-Chaudhuri,8.83,Placed,Offline,2,2020-05-15
7530,2018,Bawa and Sons,5.49,Placed,Offline,3,2020-11-02
7530,2018,"Nagi, Oza and Gill",13.17,Rejected,Online,3,2024-01-31
7530,2018,Mandal-Gala,37.04,Rejected,Offline,5,2024-01-10
7530,2018,Dada-Babu,5.56,Rejected,Offline,3,2018-10-11
7530,2018,Tak Ltd,20.25,Placed,Online,2,2021-10-09
7530,2018,Barad PLC,12.31,Placed,Online,4,2022-04-16
7531,2018,Chaudhry-Bava,37.28,Placed,Online,5,2018-06-16
7531,2018,Grover-Patla,28.96,Placed,Offline,3,2016-08-15
7531,2018,"Saha, Dhillon and Din",38.82,Rejected,Online,3,2025-09-12
7531,2018,"Choudhary, Dave and Johal",18.95,Placed,Offline,3,2016-09-20
7531,2018,"Lall, Hegde and Menon",4.16,Rejected,Offline,3,2019-01-18
7532,2018,Nagy Inc,12.38,Placed,Offline,5,2018-04-06
7532,2018,Bhagat PLC,7.45,Placed,Online,2,2018-11-04
7532,2018,"Hayre, Dhawan and Nair",17.02,Placed,Offline,4,2019-03-14
7532,2018,"Subramaniam, Bal and Madan",3.53,Rejected,Online,3,2023-08-16
7533,2018,Kaur Inc,6.83,Placed,Offline,5,2018-10-13
7533,2018,"Bahl, Modi and Oak",39.47,Placed,Online,4,2025-04-16
7533,2018,"Dar, Dugar and Pant",36.99,Placed,Offline,5,2016-05-15
7533,2018,"Kashyap, Gopal and Arya",13.92,Placed,Online,4,2024-12-19
7533,2018,"Chadha, Rau and Ratti",3.97,Rejected,Online,5,2018-01-08
7533,2018,Sodhi PLC,5.78,Rejected,Online,3,2025-01-25
7533,2018,Sahota-Randhawa,19.78,Rejected,Offline,5,2019-12-01
7534,2018,Dutta PLC,4.45,Rejected,Online,5,2016-10-14
7534,2018,"Chadha, Rau and Ratti",6.15,Rejected,Online,3,2023-02-20
7534,2018,"Bahl, Modi and Oak",20.67,Rejected,Online,4,2016-09-11
7534,2018,"Kapadia, Basu and Mukhopadhyay",14.19,Placed,Online,4,2018-08-31
7534,2018,Kari-Datta,3.83,Rejected,Offline,4,2022-07-23
7534,2018,Sheth Group,4.38,Rejected,Online,4,2020-09-06
7534,2018,Solanki-Dey,10.37,Rejected,Online,3,2020-01-09
7534,2018,"Bhandari, Mallick and Divan",5.17,Rejected,Offline,2,2017-12-07
7535,2018,Ratta PLC,39.04,Rejected,Offline,2,2025-08-07
7535,2018,"Deep, Panchal and Chowdhury",39.93,Rejected,Online,5,2016-09-17
7535,2018,Tara-Gokhale,15.83,Rejected,Online,5,2018-07-20
7535,2018,Comar-Behl,7.42,Placed,Offline,3,2023-10-25
7535,2018,"Kashyap, Gopal and Arya",17.7,Placed,Offline,3,2024-08-17
7536,2018,Divan-Dar,12.22,Rejected,Offline,3,2022-11-01
7536,2018,"Maharaj, Sampath and Kunda",14.98,Placed,Online,2,2018-06-23
7536,2018,Sridhar-Thaker,5.98,Placed,Offline,4,2016-12-22
7537,2018,"Goyal, Iyengar and Jaggi",4.67,Rejected,Online,2,2024-03-19
7537,2018,Khare-Edwin,29.06,Rejected,Online,5,2020-03-16
7537,2018,Bains LLC,29.17,Rejected,Offline,5,2016-04-11
7537,2018,Virk-Balay,14.24,Rejected,Offline,2,2022-06-24
7537,2018,Kothari PLC,4.4,Rejected,Offline,5,2023-01-14
7537,2018,Mittal PLC,11.95,Placed,Online,5,2023-11-23
7537,2018,Munshi-Dora,22.41,Placed,Online,4,2020-07-24
7537,2018,"Hayre, Mohan and Walla",3.64,Placed,Online,3,2022-10-17
7538,2018,Madan-Mannan,14.89,Placed,Online,3,2019-10-28
7538,2018,Mukherjee-Sachar,5.1,Rejected,Offline,5,2017-05-22
7538,2018,"Sur, Halder and Muni",17.1,Rejected,Offline,2,2019-02-15
7538,2018,"Bala, Nagi and Kari",4.95,Rejected,Online,4,2025-04-17
7538,2018,Andra-Kalita,10.32,Rejected,Online,5,2022-02-07
7538,2018,Narula-Thakkar,3.87,Rejected,Offline,4,2019-12-08
7539,2018,"Chhabra, Yogi and Srivastava",14.54,Rejected,Online,2,2024-05-28
7539,2018,"Gole, Parekh and Vig",10.66,Placed,Online,2,2021-03-27
7539,2018,"Sahota, Nagy and Gulati",7.65,Rejected,Offline,2,2019-06-29
7539,2018,Narula and Sons,11.18,Rejected,Online,2,2016-07-20
7540,2018,"Prasad, Sankaran and Choudhary",4.46,Rejected,Offline,3,2018-06-07
7540,2018,Dhawan-Chowdhury,5.35,Placed,Online,5,2021-10-04
7540,2018,"Mandal, Pillai and Goswami",3.62,Placed,Online,5,2016-12-10
7540,2018,Borde-Aurora,5.2,Placed,Online,3,2023-12-22
7540,2018,"Sarin, Vaidya and Sur",39.19,Placed,Online,4,2019-08-13
7540,2018,"Naik, Hans and Seth",38.71,Placed,Offline,4,2021-05-17
7540,2018,"Tailor, Banerjee and Vyas",16.14,Placed,Offline,2,2017-05-14
7540,2018,More Group,10.11,Rejected,Offline,5,2016-11-19
7541,2018,Bobal and Sons,3.54,Placed,Offline,3,2018-08-20
7541,2018,"Maharaj, Sampath and Kunda",16.11,Rejected,Online,3,2024-09-11
7541,2018,Singh Ltd,33.84,Placed,Offline,4,2021-11-04
7541,2018,Shroff and Sons,5.79,Rejected,Online,3,2021-10-27
7541,2018,Yogi-De,10.38,Rejected,Online,4,2019-11-07
7541,2018,Khalsa-Majumdar,36.31,Rejected,Online,2,2017-05-02
7541,2018,Rajan-More,33.95,Rejected,Online,3,2026-02-26
7541,2018,"Pandey, Dar and Bhasin",3.08,Placed,Offline,2,2016-07-03
7542,2018,D’Alia Inc,10.32,Rejected,Online,4,2025-11-13
7542,2018,"Taneja, Lalla and Baral",7.97,Rejected,Online,5,2020-01-14
7542,2018,Deep Inc,17.55,Placed,Offline,2,2020-04-10
7542,2018,Kari Group,28.4,Rejected,Online,3,2016-11-18
7542,2018,Dutta PLC,4.09,Placed,Offline,2,2017-02-12
7542,2018,Issac Group,5.29,Rejected,Offline,5,2023-10-21
7543,2018,"Chawla, Lad and Rajagopal",26.47,Rejected,Online,5,2023-03-23
7543,2018,Dave PLC,9.1,Rejected,Offline,5,2023-02-26
7543,2018,"Gokhale, Sibal and Sarma",3.16,Rejected,Online,5,2022-09-13
7543,2018,Sangha-Palan,11.61,Placed,Online,3,2021-06-21
7544,2018,Kibe-Tara,23.05,Rejected,Online,5,2020-09-23
7544,2018,"Keer, Barman and Hayre",38.1,Placed,Online,5,2019-06-12
7544,2018,"Iyengar, Rout and Om",39.08,Rejected,Online,4,2017-01-15
7544,2018,"Bava, Dave and Chadha",12.84,Placed,Offline,5,2017-05-07
7544,2018,Borde Ltd,7.05,Rejected,Online,4,2024-11-10
7544,2018,Khare-Edwin,18.18,Rejected,Offline,5,2025-10-12
7544,2018,Dada LLC,38.83,Rejected,Online,5,2020-01-19
7545,2018,Nadkarni-Raman,7.44,Rejected,Online,3,2017-08-19
7545,2018,"Lal, Venkataraman and Vora",15.95,Rejected,Online,3,2018-03-29
7545,2018,Nadkarni-Raman,6.34,Placed,Offline,4,2023-09-07
7545,2018,Setty Group,15.27,Rejected,Offline,3,2023-07-13
7545,2018,"Prasad, Das and Keer",6.91,Rejected,Offline,5,2021-11-25
7545,2018,Ray-Bhakta,7.07,Placed,Offline,5,2018-10-23
7545,2018,Dave PLC,15.21,Placed,Offline,2,2019-07-11
7546,2018,"Venkataraman, Naik and Chaudhary",7.5,Placed,Online,2,2020-09-03
7546,2018,"Nori, Kamdar and Chand",4.11,Rejected,Online,2,2016-04-09
7546,2018,Ratta PLC,26.78,Placed,Offline,2,2024-02-07
7546,2018,Khare PLC,6.04,Rejected,Online,4,2021-06-26
7547,2018,"Bhargava, Swamy and Thakur",9.22,Rejected,Offline,5,2025-09-17
7547,2018,Dixit PLC,13.57,Rejected,Offline,2,2016-06-08
7547,2018,Choudhary-Naik,31.26,Rejected,Offline,5,2017-07-03
7547,2018,Varty-Korpal,15.4,Placed,Online,4,2020-03-28
7547,2018,Bali and Sons,14.22,Rejected,Online,5,2020-08-02
7547,2018,"Sur, Halder and Muni",16.15,Rejected,Offline,2,2018-04-10
7548,2018,Balasubramanian and Sons,7.38,Rejected,Online,3,2019-01-30
7548,2018,Chand-Banerjee,12.58,Placed,Offline,4,2016-08-04
7548,2018,Lala PLC,38.52,Placed,Online,5,2020-05-10
7548,2018,Peri-Dhaliwal,3.86,Rejected,Offline,3,2026-01-18
7549,2018,Sankaran-Kant,36.54,Rejected,Offline,2,2025-08-17
7549,2018,"Balan, Nath and Tella",3.53,Rejected,Offline,4,2021-11-27
7549,2018,Khare PLC,3.43,Rejected,Offline,2,2017-07-25
7549,2018,Mani-Sathe,5.14,Placed,Online,4,2016-10-18
7549,2018,"Mangal, Garde and Nadkarni",6.97,Placed,Online,2,2025-08-30
7549,2018,"Bal, Konda and Contractor",33.8,Rejected,Online,5,2025-09-11
7549,2018,"Kakar, Goel and Gala",20.67,Placed,Online,3,2020-09-13
7549,2018,"Kalita, Chaudry and Bajwa",32.69,Placed,Online,5,2016-09-15
7550,2018,Seshadri Ltd,13.29,Rejected,Offline,2,2018-11-27
7550,2018,"Cheema, Tella and Ram",8.07,Placed,Online,3,2016-06-05
7550,2018,Ray and Sons,21.05,Rejected,Offline,5,2024-03-28
7551,2018,Devan-Butala,5.33,Rejected,Online,2,2017-03-25
7551,2018,"Mandal, Batra and Wali",21.04,Placed,Offline,3,2024-02-27
7551,2018,Ravi Inc,17.12,Rejected,Offline,2,2020-01-10
7551,2018,"Parmar, Sampath and Solanki",17.94,Rejected,Offline,2,2019-08-23
7551,2018,Grover-Patla,37.13,Rejected,Offline,2,2016-07-25
7551,2018,Zacharia LLC,30.85,Placed,Online,5,2023-02-04
7551,2018,"Bal, Konda and Contractor",22.68,Placed,Online,4,2021-03-10
7551,2018,Vora-Zachariah,5.74,Placed,Offline,3,2018-05-26
7552,2018,"Grewal, Parekh and Atwal",39.49,Rejected,Offline,4,2024-11-16
7552,2018,Kashyap-Chowdhury,8.07,Placed,Online,4,2020-03-27
7552,2018,Malhotra-Lall,5.81,Rejected,Offline,2,2020-03-19
7552,2018,Bedi-Dhawan,5.46,Rejected,Online,2,2024-02-16
7553,2018,Narula and Sons,11.43,Rejected,Online,4,2018-03-11
7553,2018,"Sahota, Nagy and Gulati",3.71,Rejected,Offline,4,2021-08-06
7553,2018,"Dewan, Wadhwa and Arya",11.68,Rejected,Offline,2,2023-03-16
7553,2018,Issac Group,7.22,Placed,Offline,5,2024-05-17
7554,2018,Mistry-Sen,7.61,Rejected,Offline,2,2017-04-21
7554,2018,Dixit PLC,8.08,Rejected,Online,2,2024-01-10
7554,2018,"Issac, Sane and Palan",11.97,Rejected,Offline,5,2016-05-31
7554,2018,Kashyap-Chowdhury,15.34,Placed,Offline,3,2017-08-13
7554,2018,Master-Karan,11.93,Rejected,Online,2,2017-02-26
7555,2018,"Khosla, Venkataraman and Choudhry",16.07,Placed,Online,5,2023-03-18
7555,2018,Yogi-De,17.18,Rejected,Online,2,2018-01-13
7555,2018,Bedi-Dhawan,4.4,Rejected,Offline,2,2020-12-31
7555,2018,Kulkarni Ltd,5.19,Rejected,Offline,2,2019-09-26
7555,2018,Mittal PLC,17.16,Placed,Offline,3,2020-03-30
7556,2018,Choudhary Group,19.57,Rejected,Offline,4,2020-06-10
7556,2018,Mutti-Bhatt,6.62,Rejected,Online,4,2022-12-15
7556,2018,Sheth Ltd,8.35,Rejected,Online,4,2016-07-20
7557,2018,"Buch, Patil and Chaudry",15.7,Rejected,Online,2,2024-01-06
7557,2018,Kamdar PLC,12.58,Rejected,Offline,2,2019-07-31
7557,2018,"Tella, Rana and Basu",16.8,Rejected,Online,4,2016-10-02
7558,2018,Mallick LLC,17.79,Placed,Offline,3,2023-01-10
7558,2018,Bakshi-Biswas,4.44,Placed,Online,5,2018-03-16
7558,2018,"Bal, Loyal and Mitra",16.06,Rejected,Offline,4,2018-01-01
7558,2018,Choudhry-Sami,30.97,Rejected,Online,2,2016-05-15
7558,2018,Mahajan-Bose,4.15,Rejected,Online,4,2024-10-01
7558,2018,Savant-Bava,5.79,Rejected,Online,2,2019-02-18
7558,2018,"Saraf, Das and Kuruvilla",16.02,Placed,Offline,4,2018-03-06
7558,2018,Garde-Ramachandran,29.99,Rejected,Offline,2,2023-02-24
7559,2018,Bakshi-Biswas,5.59,Rejected,Online,5,2020-05-29
7559,2018,Dhawan-Chowdhury,5.65,Rejected,Online,5,2021-06-14
7559,2018,Ghose PLC,26.09,Rejected,Online,5,2023-08-20
7559,2018,Bhatti and Sons,10.75,Rejected,Offline,4,2019-02-08
7560,2018,Setty Group,12.9,Rejected,Online,2,2019-03-31
7560,2018,Tak Ltd,21.49,Rejected,Online,5,2025-06-29
7560,2018,"Keer, Rau and Suri",12.76,Rejected,Offline,4,2025-05-05
7560,2018,Mallick LLC,10.44,Placed,Online,5,2020-08-10
7560,2018,Malhotra-Lall,5.08,Rejected,Offline,2,2019-10-14
7560,2018,Wali Ltd,10.52,Placed,Online,3,2019-11-27
7560,2018,"Kumer, Brahmbhatt and Dutt",21.24,Rejected,Offline,5,2025-02-02
7561,2018,"Dewan, Wadhwa and Arya",13.42,Rejected,Offline,2,2023-04-09
7561,2018,Bali and Sons,8.57,Rejected,Online,5,2023-11-11
7561,2018,Peri Inc,7.35,Rejected,Offline,3,2022-06-27
7561,2018,Sani-Dutt,5.93,Rejected,Online,3,2025-11-05
7561,2018,Anne-Venkataraman,7.51,Placed,Online,2,2024-11-24
7561,2018,Chaudhry-Bava,33.71,Rejected,Online,4,2022-09-03
7561,2018,Gole-Rajagopal,24.52,Rejected,Offline,3,2018-08-25
7561,2018,Vora-Zachariah,3.69,Rejected,Online,4,2022-08-06
7562,2018,Dada LLC,29.09,Rejected,Offline,4,2016-12-23
7562,2018,Devi Group,5.47,Rejected,Online,5,2022-05-06
7562,2018,"Choudhury, Jayaraman and Banerjee",36.25,Rejected,Offline,5,2025-07-08
7563,2018,Sridhar-Thaker,3.55,Rejected,Online,2,2018-07-11
7563,2018,Thakur-Swamy,22.29,Placed,Online,5,2020-11-11
7563,2018,"Kakar, Goel and Gala",32.58,Rejected,Offline,2,2020-01-24
7563,2018,Mukherjee-Sachar,7.36,Rejected,Offline,2,2022-03-30
7563,2018,Kale PLC,22.21,Rejected,Online,2,2016-03-25
7564,2018,"Vohra, Korpal and Badami",10.93,Rejected,Offline,3,2022-12-31
7564,2018,"Rana, Jhaveri and Vasa",7.86,Rejected,Online,4,2026-02-10
7564,2018,Desai-Srivastava,20.79,Rejected,Offline,2,2025-01-12
7564,2018,Chauhan Group,15.93,Placed,Online,3,2021-02-09
