Year,Company,Drive_ID,Drive_Mode,Eligible_Branches,Students_Eligible,Students_Applied,Students_Shortlisted,Students_Selected
2017,Solanki-Dey,d650f44f-646d-4e98-ba31-bce94d3a781c,Offline,"ECE – Robotics,Electrical & Electronics Engineering (EEE),Mechanical Engineering,CSE – Internet of Things (IoT),CSE – Blockchain Technology",828,631,309,90
2017,Devan Group,2ab9fc9e-9258-4b33-9861-f845fe241796,Online,"ECE – Robotics,Electronics & Communication Engineering (ECE),EEE – Electric Vehicles / Microgrid Technologies,CSE – Internet of Things (IoT),CSE – Cloud Technology & Information Security",1969,1080,75,53
2017,"Hayre, Bassi and Khurana",1cd2148e-d653-405a-9d20-400046713bb5,Offline,"CSE – Cyber Physical Systems,ECE – VLSI Design & Technology,Civil Engineering – Construction Technology,Computer Science & Engineering (CSE),CSE – Artificial Intelligence & Machine Learning",1454,1038,227,65
2017,"Prasad, Das and Keer",ff186119-50a9-461d-b752-e504804f99fc,Offline,"ECE – Robotics,Computer Science & Business Systems,Electronics & Communication Engineering (ECE),CSE – Cyber Physical Systems,CSE – Artificial Intelligence",344,1270,207,174
2017,Ray-Bhakta,00eeb65b-f0db-45e9-8655-f7827d1e602a,Online,"Computer Engineering – Software Engineering,Computer Science & Engineering (CSE),Mechanical Engineering – Mechatronics,CSE – Artificial Intelligence,Mechanical Engineering – Robotics",1356,137,390,158
2017,"Sani, Din and Bora",3ea3747a-1ffa-476c-8be8-47a4a6d47059,Offline,"CSE – Mobile Applications & Cloud Technology,Electrical & Electronics Engineering (EEE),Mechanical Engineering – Mechatronics,Computer Science & Engineering (CSE),Civil Engineering – Construction Technology",1245,701,371,192
2017,Yogi-De,a74e8831-7287-4eda-9eaf-49ae3c1a57b8,Online,"Mechanical Engineering – Mechatronics,Computer Science & Engineering (CSE),CSE – Artificial Intelligence & Machine Learning,CSE – Cloud Technology & Information Security,Civil Engineering – Construction Technology",1191,1322,301,60
2017,Nazareth Group,c452b64f-f05e-43b5-a36c-8de761155371,Offline,"CSE – Cyber Physical Systems,CSE – Blockchain Technology,EEE – Electric Vehicles / Microgrid Technologies,Computer Science & Business Systems,Computer Engineering – Software Engineering",303,210,421,49
2017,"Ravel, Varkey and Solanki",eb11f28a-69ed-422f-9051-16627ca36571,Online,"CSE – Internet of Things (IoT),ECE – Robotics,Computer Science & Engineering (CSE),Mechanical Engineering – Mechatronics,CSE – AI-Driven DevOps",482,575,499,186
2017,"Pradhan, Bhandari and Balan",3a293503-2fa5-4eac-9461-3ad0fcd1451b,Online,"CSE – Artificial Intelligence & Machine Learning,CSE – Blockchain Technology,Civil Engineering – Environmental Geotechnology,CSE – Internet of Things (IoT),Computer Engineering – Software Engineering",714,924,360,108
2017,"Kalla, Nanda and Upadhyay",91a8a66f-ecd0-4be0-a1cb-7a1c6dcb0b72,Online,"Mechanical Engineering – Robotics,Electronics & Communication Engineering (ECE),CSE – Artificial Intelligence & Data Engineering,Civil Engineering,CSE – Cyber Physical Systems",360,1175,416,109
2018,Loke-Muni,2f1b5b07-345e-4bd8-a5b4-b16867e63457,Online,"Mechanical Engineering,Mechanical Engineering – Robotics,Civil Engineering – Construction Technology,CSE – Artificial Intelligence & Machine Learning,CSE – Cloud Technology & Information Security",791,556,319,16
2018,Choudhry-Sura,d02461c2-1c7a-478b-b205-842ae51adae7,Offline,"ECE – VLSI Design & Technology,Civil Engineering – Construction Technology,CSE – Mobile Applications & Cloud Technology,Mechanical Engineering – Mechatronics,EEE – Electric Vehicles / Microgrid Technologies",981,1012,498,112
2018,"Bhargava, Swamy and Thakur",f01d3875-1bcb-46df-967a-875619809167,Offline,"Computer Science & Engineering (CSE),Mechanical Engineering – Mechatronics,Civil Engineering,CSE – Artificial Intelligence,Computer Engineering – Software Engineering",489,134,386,144
2018,Anand-Madan,a1f88c5a-699a-4b64-a9d6-4f59832c74b5,Online,"Civil Engineering – Environmental Geotechnology,CSE – Artificial Intelligence & Machine Learning,CSE – Artificial Intelligence,EEE – Electric Vehicles / Microgrid Technologies,CSE – Artificial Intelligence & Data Engineering",1921,783,270,55
2018,Varughese-Kaul,1680afec-525f-4b6a-b169-83c35fe0b13a,Online,"CSE – Blockchain Technology,CSE – Cloud Technology & Information Security,CSE – Cyber Physical Systems,Computer Engineering – Software Engineering,Electrical & Electronics Engineering (EEE)",1757,123,171,89
2018,Sodhi PLC,1fdc6fbc-8446-4179-9e08-6d4cd2a589c3,Offline,"Electronics & Communication Engineering (ECE),CSE – AI-Driven DevOps,Computer Science & Engineering – Data Science,CSE – Artificial Intelligence,CSE – Cloud Technology & Information Security",1575,450,157,159
2018,Yohannan-Som,72ca955e-c061-4c0e-87dc-0f9817a03c1a,Online,"Mechanical Engineering – Mechatronics,Electronics & Communication Engineering (ECE),CSE – Cloud Technology & Information Security,Civil Engineering – Environmental Geotechnology,ECE – Robotics",549,642,105,191
2018,Sanghvi and Sons,55058075-74f1-4bf2-89c0-917fdb48e3cc,Online,"CSE – Artificial Intelligence,CSE – Artificial Intelligence & Data Engineering,CSE – Cloud Technology & Information Security,CSE – Artificial Intelligence & Machine Learning,Mechanical Engineering",1673,1252,209,45
2018,Parekh LLC,0e5ec971-f61c-43dd-b3d1-38d8c89db65e,Offline,"Civil Engineering – Environmental Geotechnology,Mechanical Engineering,CSE – Mobile Applications & Cloud Technology,CSE – Artificial Intelligence,Mechanical Engineering – Mechatronics",332,277,274,43
2018,"Prasad, Das and Keer",f749c5bd-d241-4ffd-a70d-15ae6e468bcf,Offline,"Mechanical Engineering – Robotics,Computer Science & Engineering – Data Science,Civil Engineering – Construction Technology,EEE – Electric Vehicles / Microgrid Technologies,CSE – AI-Driven DevOps",1783,456,138,144
2018,"Sur, Halder and Muni",75aa83cc-7e22-43a4-951a-1d7e4b4e3e7b,Online,"Computer Science & Engineering (CSE),Mechanical Engineering – Robotics,Computer Science & Engineering – Data Science,Mechanical Engineering,CSE – Blockchain Technology",1366,202,457,9
2018,Vyas Ltd,b7a74eff-90bd-413a-b6f5-7eb63b22b073,Offline,"ECE – Robotics,Mechanical Engineering – Robotics,CSE – Artificial Intelligence & Machine Learning,Computer Engineering – Software Engineering,CSE – AI-Driven DevOps",840,1182,254,123
2018,"Venkataraman, Naik and Chaudhary",7a7aaa40-7da1-4c37-a5a5-2e17c8a4c645,Offline,"Civil Engineering,ECE – VLSI Design & Technology,CSE – Blockchain Technology,EEE – Electric Vehicles / Microgrid Technologies,CSE – Mobile Applications & Cloud Technology",1221,693,415,170
2018,Krish Inc,98bd1a22-5d67-45d2-a615-54c5301d27a2,Offline,"CSE – Mobile Applications & Cloud Technology,Computer Engineering – Software Engineering,CSE – Internet of Things (IoT),Electrical & Electronics Engineering (EEE),Civil Engineering – Environmental Geotechnology",1294,1099,344,150
2018,"Pillai, Date and Sachdeva",5f65ec6a-6d61-4549-907b-b6759bea9e53,Online,"Mechanical Engineering – Robotics,Mechanical Engineering – Mechatronics,Computer Science & Engineering – Data Science,CSE – Cyber Physical Systems,Computer Science & Engineering (CSE)",651,455,283,172
2018,"Biswas, Nagar and Balakrishnan",333fdfe4-f0eb-4649-904f-423c3a0b1033,Online,"CSE – Artificial Intelligence & Machine Learning,CSE – Internet of Things (IoT),CSE – Artificial Intelligence & Data Engineering,Computer Science & Engineering – Data Science,CSE – AI-Driven DevOps",1322,109,351,55
2018,Dhillon-Hari,c7c0c918-0d84-4cfe-81a2-626a70ff5f5a,Offline,"EEE – Electric Vehicles / Microgrid Technologies,Computer Science & Business Systems,CSE – Artificial Intelligence & Machine Learning,CSE – Cloud Technology & Information Security,CSE – Internet of Things (IoT)",576,530,164,82
2018,Sankaran-Kant,508ace8a-e8ce-47cb-aa4f-caba4f39c16b,Offline,"CSE – Artificial Intelligence & Data Engineering,CSE – Mobile Applications & Cloud Technology,CSE – Artificial Intelligence & Machine Learning,Computer Engineering – Software Engineering,CSE – Cloud Technology & Information Security",1285,521,366,190
2018,"Taneja, Lalla and Baral",6149cedd-e875-484a-b680-6287f8fc6b35,Online,"Mechanical Engineering – Mechatronics,CSE – Cloud Technology & Information Security,Computer Science & Engineering (CSE),Mechanical Engineering,CSE – Internet of Things (IoT)",1830,518,341,48
2018,Garg-Gulati,3c96a01a-c83f-48b8-83db-6ec363a72336,Online,"CSE – Artificial Intelligence,Civil Engineering – Environmental Geotechnology,Mechanical Engineering,Electronics & Communication Engineering (ECE),Civil Engineering – Construction Technology",1000,1047,321,7
2018,Balakrishnan-Behl,501f1eb1-9a15-4f4b-a23e-7007facb6c29,Offline,"CSE – Artificial Intelligence,CSE – AI-Driven DevOps,ECE – VLSI Design & Technology,Electronics & Communication Engineering (ECE),Civil Engineering",1323,1150,254,87
2018,Balasubramanian-Borra,d8e8184f-316e-4c6f-a240-134e80ffb4c0,Online,"EEE – Electric Vehicles / Microgrid Technologies,CSE – Blockchain Technology,Civil Engineering – Environmental Geotechnology,ECE – Robotics,Mechanical Engineering – Mechatronics",1795,904,76,189
2018,Sodhi-Bhalla,f07a02a9-acc0-4584-9bd1-ce55e29bbfc8,Online,"Electrical & Electronics Engineering (EEE),Civil Engineering – Construction Technology,Computer Science & Engineering – Data Science,CSE – Cyber Physical Systems,EEE – Electric Vehicles / Microgrid Technologies",1769,1282,152,190
2018,"Chadha, Rau and Ratti",638602ce-33b0-49ed-86b3-e53fd316ddda,Offline,"CSE – Cyber Physical Systems,ECE – Robotics,Mechanical Engineering – Mechatronics,Civil Engineering,Mechanical Engineering – Robotics",700,1268,409,74
2018,Ravel and Sons,b767e311-e075-47e2-ad45-f064c092df86,Online,"Civil Engineering,Mechanical Engineering – Mechatronics,CSE – AI-Driven DevOps,CSE – Artificial Intelligence,Mechanical Engineering – Robotics",1848,494,129,106
2018,"Lall, Hegde and Menon",3e9f9dec-f121-4374-8320-0160a3998d10,Online,"CSE – AI-Driven DevOps,Computer Science & Business Systems,Electronics & Communication Engineering (ECE),ECE – VLSI Design & Technology,Mechanical Engineering",1433,712,63,160
2018,Tandon Ltd,5186885b-bbe6-41b7-ae11-961bf556c455,Online,"CSE – Artificial Intelligence & Machine Learning,CSE – Blockchain Technology,CSE – Mobile Applications & Cloud Technology,Electronics & Communication Engineering (ECE),Civil Engineering",1388,406,232,152
2018,Savant-Bava,4e4070ff-a0cb-4d1a-b9ad-f9acce3fabd1,Offline,"Electronics & Communication Engineering (ECE),Civil Engineering – Environmental Geotechnology,CSE – Blockchain Technology,Civil Engineering,CSE – Mobile Applications & Cloud Technology",1918,247,355,91
2018,"Subramanian, Choudhry and Shere",d2ceac57-4790-4f2d-959d-903d437cf5ba,Online,"CSE – Artificial Intelligence & Machine Learning,EEE – Electric Vehicles / Microgrid Technologies,Electronics & Communication Engineering (ECE),Computer Science & Engineering – Data Science,Mechanical Engineering – Mechatronics",889,221,64,141
2018,"Datta, Srinivas and Sarkar",e14f7576-b414-4a1b-b603-8306e7e3ad82,Offline,"Electronics & Communication Engineering (ECE),EEE – Electric Vehicles / Microgrid Technologies,CSE – Artificial Intelligence & Data Engineering,Computer Science & Engineering – Data Science,CSE – Mobile Applications & Cloud Technology",1203,801,399,145
2018,Kale PLC,bcf2d3d9-4f9f-443f-817c-bc51aa4644f5,Offline,"CSE – Internet of Things (IoT),ECE – Robotics,ECE – VLSI Design & Technology,EEE – Electric Vehicles / Microgrid Technologies,CSE – Cyber Physical Systems",900,709,199,116
2018,"Gokhale, Sibal and Sarma",b75889ac-0efb-435d-b7f4-b5e3252fb3f6,Online,"Civil Engineering,CSE – Artificial Intelligence,Computer Science & Business Systems,CSE – Artificial Intelligence & Data Engineering,Computer Science & Engineering (CSE)",1171,775,406,71
2018,Konda and Sons,88f6f06e-69a9-4224-8d01-2e275a61533d,Offline,"Civil Engineering – Construction Technology,Civil Engineering,Mechanical Engineering – Mechatronics,Computer Science & Engineering – Data Science,EEE – Electric Vehicles / Microgrid Technologies",1358,243,172,90
2018,"Hayre, Mohan and Walla",78be260b-3376-4c93-8e5b-24f7c2fd7d50,Offline,"Civil Engineering – Construction Technology,CSE – Blockchain Technology,Civil Engineering,ECE – Robotics,Civil Engineering – Environmental Geotechnology",1224,424,62,138
2018,Sahota-Randhawa,27973725-8227-4ffa-af05-b100f78df1b2,Offline,"Computer Science & Engineering (CSE),CSE – Mobile Applications & Cloud Technology,CSE – Artificial Intelligence,Computer Science & Engineering – Data Science,Mechanical Engineering – Robotics",770,122,117,66
2018,"Mangal, Garde and Nadkarni",836d1edc-e37b-45c0-a4ca-4c8f2bb38030,Online,"Civil Engineering,Electronics & Communication Engineering (ECE),EEE – Electric Vehicles / Microgrid Technologies,CSE – Cloud Technology & Information Security,CSE – Cyber Physical Systems",982,304,417,132
2018,Tandon Group,5e861196-6dc3-4d7d-806a-0af799242dc0,Offline,"ECE – Robotics,CSE – Artificial Intelligence,CSE – Internet of Things (IoT),CSE – Artificial Intelligence & Data Engineering,CSE – Cyber Physical Systems",1553,1270,108,166
2018,"Kashyap, Gopal and Arya",31b991c8-5ab5-4ef2-a2bc-402b728cd5e7,Offline,"Computer Engineering – Software Engineering,Electronics & Communication Engineering (ECE),CSE – Artificial Intelligence & Machine Learning,Computer Science & Engineering (CSE),Electrical & Electronics Engineering (EEE)",371,217,403,99
2018,Toor-Rajan,73a87d41-5658-43f6-97b6-d5d3b1ee17e5,Online,"EEE – Electric Vehicles / Microgrid Technologies,CSE – Artificial Intelligence & Machine Learning,Civil Engineering – Construction Technology,Mechanical Engineering – Mechatronics,Computer Science & Engineering – Data Science",474,702,75,55
2018,Loyal-Soni,fe25f7c1-0659-45b6-a21a-cad58c294ad6,Online,"Civil Engineering,Computer Engineering – Software Engineering,EEE – Electric Vehicles / Microgrid Technologies,Computer Science & Engineering (CSE),CSE – AI-Driven DevOps",1068,1288,188,199
2018,Dutta PLC,6e23cc16-9efc-4a0a-8f79-a4837ca2e45d,Online,"Computer Engineering – Software Engineering,Civil Engineering,Mechanical Engineering – Mechatronics,Electronics & Communication Engineering (ECE),CSE – Blockchain Technology",1533,1278,239,131
2018,Sahota Ltd,6d740d1d-7ec1-43d5-b829-cbcd6387f129,Offline,"CSE – Artificial Intelligence & Data Engineering,Computer Science & Engineering – Data Science,Computer Engineering – Software Engineering,CSE – Blockchain Technology,EEE – Electric Vehicles / Microgrid Technologies",316,243,376,137
2018,Bhatti and Sons,50e8c8df-b6d1-4707-9fc2-fe1fd479d32c,Offline,"CSE – Internet of Things (IoT),CSE – Mobile Applications & Cloud Technology,CSE – Cyber Physical Systems,Electronics & Communication Engineering (ECE),Computer Science & Engineering – Data Science",1280,578,479,91
2018,"Issac, Sane and Palan",30d45baa-96b3-4624-a902-70cc6fb85d11,Online,"CSE – AI-Driven DevOps,Mechanical Engineering – Mechatronics,Electrical & Electronics Engineering (EEE),Civil Engineering – Environmental Geotechnology,CSE – Cloud Technology & Information Security",526,720,100,114
2018,Singh Ltd,c3996965-dc87-40cb-94b9-c618465ff3e5,Offline,"CSE – Cloud Technology & Information Security,ECE – VLSI Design & Technology,Computer Engineering – Software Engineering,CSE – Blockchain Technology,CSE – Internet of Things (IoT)",1975,414,200,81
2018,Ganesan Inc,76c6a63f-78d6-44bf-aadf-588329329bd8,Offline,"CSE – Blockchain Technology,Civil Engineering – Environmental Geotechnology,Mechanical Engineering,CSE – AI-Driven DevOps,Mechanical Engineering – Mechatronics",1472,765,464,93
2018,Bhat-Nagi,c53420a0-b2dd-461e-8b69-bcd603dc6d86,Offline,"EEE – Electric Vehicles / Microgrid Technologies,Computer Science & Engineering – Data Science,ECE – Robotics,CSE – AI-Driven DevOps,Computer Engineering – Software Engineering",417,635,268,107
2018,Jayaraman-Loyal,9417fdc1-7265-4661-8aca-56e54dad55e8,Online,"Mechanical Engineering – Robotics,Computer Engineering – Software Engineering,CSE – Cyber Physical Systems,ECE – Robotics,Electronics & Communication Engineering (ECE)",694,1251,470,10
2018,Shah LLC,9bdd3ce7-f509-441b-ae05-98a256cb64a6,Online,"Computer Science & Engineering (CSE),CSE – Artificial Intelligence & Data Engineering,ECE – Robotics,Civil Engineering,CSE – AI-Driven DevOps",706,173,453,141
2018,"Kaul, Gaba and Sidhu",2a8ab0c6-4320-44f0-b37d-d62b46580ec0,Online,"CSE – Blockchain Technology,CSE – Internet of Things (IoT),ECE – Robotics,Civil Engineering – Construction Technology,Computer Science & Business Systems",567,564,488,63
2018,Setty Group,f840f86c-abd7-44f3-9c19-b904d89582bc,Online,"Computer Science & Business Systems,Computer Science & Engineering (CSE),CSE – Blockchain Technology,Mechanical Engineering – Robotics,ECE – VLSI Design & Technology",358,659,374,106
2018,Agrawal LLC,330f2468-4f4e-46a9-a118-81bf2117c4a1,Online,"Computer Science & Engineering (CSE),Mechanical Engineering,EEE – Electric Vehicles / Microgrid Technologies,CSE – Artificial Intelligence & Machine Learning,CSE – AI-Driven DevOps",347,429,109,49
2018,Chand-Banerjee,88b6dfd2-a46a-4ebd-b7c4-f793fd38c6af,Offline,"Computer Science & Business Systems,Computer Engineering – Software Engineering,Mechanical Engineering,Electrical & Electronics Engineering (EEE),CSE – AI-Driven DevOps",734,168,200,154
2018,"Pandey, Chadha and Mahal",e191a56d-4460-4c07-8316-badfe54ce1df,Offline,"Mechanical Engineering – Mechatronics,Electronics & Communication Engineering (ECE),CSE – Artificial Intelligence & Data Engineering,Civil Engineering,Mechanical Engineering – Robotics",638,1478,498,53
2018,"Kanda, Kohli and Dora",ef10d7b9-a374-4e2b-8df0-94344ad1c492,Online,"Mechanical Engineering – Mechatronics,Computer Science & Business Systems,Electrical & Electronics Engineering (EEE),CSE – Artificial Intelligence & Machine Learning,CSE – Cyber Physical Systems",276,672,266,54
2018,"Shankar, Yogi and Thakkar",d1f0d6ec-b47e-4c4e-9d72-060ac80d4106,Offline,"Civil Engineering,CSE – Artificial Intelligence,CSE – Cloud Technology & Information Security,ECE – Robotics,CSE – Blockchain Technology",1387,848,411,53
2018,"Keer, Barman and Hayre",12f31fb6-25c3-4f9d-9429-9a058a4cf79a,Offline,"Electronics & Communication Engineering (ECE),Mechanical Engineering – Robotics,Computer Engineering – Software Engineering,CSE – Artificial Intelligence & Machine Learning,CSE – Artificial Intelligence & Data Engineering",1779,741,182,112
2018,Verma LLC,01d938f4-63f4-4995-8fa8-46d526b5dbe6,Online,"CSE – AI-Driven DevOps,Computer Science & Business Systems,Mechanical Engineering – Mechatronics,Computer Science & Engineering – Data Science,EEE – Electric Vehicles / Microgrid Technologies",1163,262,364,96
2018,Chaudhry-Bava,a7a0cef7-1697-4354-affa-735a8139c81b,Offline,"Civil Engineering – Construction Technology,Electrical & Electronics Engineering (EEE),CSE – Mobile Applications & Cloud Technology,Electronics & Communication Engineering (ECE),Civil Engineering",752,239,308,13
2018,"Mukhopadhyay, Varty and Garg",a87cc514-ebb9-4541-ad8e-bd1e2119dc6f,Online,"Civil Engineering – Construction Technology,Computer Science & Engineering (CSE),CSE – Mobile Applications & Cloud Technology,Computer Science & Business Systems,Mechanical Engineering – Robotics",856,1158,390,155
2018,"Hans, Chopra and Kannan",b513d9ce-c1f4-4339-b549-1d11aaf08e71,Offline,"CSE – Internet of Things (IoT),Civil Engineering – Construction Technology,Electronics & Communication Engineering (ECE),CSE – Cyber Physical Systems,Computer Science & Engineering (CSE)",1358,830,202,160
2018,Bajaj-Saha,d233ad3c-f0d2-4b29-9b67-69c61aaa88a6,Online,"Mechanical Engineering – Mechatronics,CSE – AI-Driven DevOps,CSE – Cloud Technology & Information Security,CSE – Internet of Things (IoT),ECE – VLSI Design & Technology",1674,1461,464,200
2018,Korpal Inc,e263f6c5-e054-4c5d-83b8-9c9c0e16db10,Offline,"Mechanical Engineering – Mechatronics,CSE – Mobile Applications & Cloud Technology,Computer Science & Engineering (CSE),Civil Engineering,ECE – Robotics",1310,1390,116,8
2018,"Thaker, Kohli and Brar",d0a083d7-9415-43a6-9ee2-57d0a867e596,Offline,"Mechanical Engineering – Robotics,Computer Science & Engineering – Data Science,CSE – Internet of Things (IoT),Computer Science & Business Systems,Civil Engineering – Environmental Geotechnology",1962,985,260,102
2018,Issac Group,389d47e4-a36e-400b-b032-33a638dfc592,Offline,"Computer Engineering – Software Engineering,CSE – Mobile Applications & Cloud Technology,Civil Engineering,ECE – Robotics,Mechanical Engineering – Robotics",706,335,489,96
2018,Ghose PLC,6ba72014-3123-45b1-b3c8-de84028161ed,Offline,"CSE – Cloud Technology & Information Security,Electronics & Communication Engineering (ECE),Civil Engineering – Construction Technology,Computer Engineering – Software Engineering,CSE – Blockchain Technology",394,220,384,78
2018,"Kulkarni, Memon and Dave",581fb1d5-5a2a-4ae7-aaf6-1dc60c558009,Offline,"CSE – Blockchain Technology,Electrical & Electronics Engineering (EEE),Computer Engineering – Software Engineering,Civil Engineering – Construction Technology,CSE – AI-Driven DevOps",825,1274,174,60
2018,Bakshi-Biswas,30030f1c-3710-4f88-bf36-a62e0558a63a,Online,"Computer Science & Engineering (CSE),ECE – VLSI Design & Technology,Mechanical Engineering,Computer Engineering – Software Engineering,Civil Engineering",1783,595,345,6
2018,"Puri, Luthra and Choudhury",f8762016-6c39-40a7-b638-f3ea3b709e7d,Online,"EEE – Electric Vehicles / Microgrid Technologies,Mechanical Engineering,CSE – Artificial Intelligence & Machine Learning,Electrical & Electronics Engineering (EEE),Computer Science & Business Systems",888,818,227,140
2018,Sidhu and Sons,d3f313ab-e5f1-4328-a077-35548cba71c7,Offline,"CSE – Artificial Intelligence & Data Engineering,CSE – Blockchain Technology,CSE – AI-Driven DevOps,CSE – Artificial Intelligence & Machine Learning,CSE – Artificial Intelligence",1688,260,205,179
2018,"Bal, Konda and Contractor",b13d959c-0115-475b-8c36-c86389ac0532,Online,"ECE – Robotics,CSE – Artificial Intelligence,Mechanical Engineering – Mechatronics,Mechanical Engineering – Robotics,CSE – Internet of Things (IoT)",1687,1462,299,80
2018,Badami Inc,eab963a5-eeb9-46dc-9f2f-144e0da21d32,Online,"Electrical & Electronics Engineering (EEE),CSE – Internet of Things (IoT),Electronics & Communication Engineering (ECE),CSE – Cloud Technology & Information Security,CSE – Artificial Intelligence & Machine Learning",1307,591,206,123
2018,"Deep, Panchal and Chowdhury",198add89-5847-44f3-9adb-86c4a96b88c6,Offline,"EEE – Electric Vehicles / Microgrid Technologies,Mechanical Engineering – Mechatronics,CSE – Cloud Technology & Information Security,Electronics & Communication Engineering (ECE),Computer Science & Engineering – Data Science",1335,985,213,116
2018,Kamdar PLC,4f63fe1e-69dc-4b35-8501-12aa472fa5a8,Online,"Electrical & Electronics Engineering (EEE),CSE – Blockchain Technology,CSE – AI-Driven DevOps,CSE – Artificial Intelligence & Data Engineering,Civil Engineering – Construction Technology",446,545,259,132
2018,"Das, Thakkar and Sandhu",7ad30917-ffb3-4b4a-99f3-f5bc2d490d02,Online,"Computer Science & Business Systems,CSE – AI-Driven DevOps,CSE – Blockchain Technology,Electrical & Electronics Engineering (EEE),Computer Science & Engineering (CSE)",1453,1118,103,17
2018,Chada LLC,6f18a5cd-4242-43d1-8a3f-3c92a05004e7,Offline,"CSE – Artificial Intelligence & Machine Learning,CSE – AI-Driven DevOps,Electrical & Electronics Engineering (EEE),ECE – Robotics,CSE – Artificial Intelligence & Data Engineering",1685,865,107,91
2018,Raval-Rajagopalan,41917487-9067-4b11-91ec-4041094e9d9b,Online,"Civil Engineering,ECE – VLSI Design & Technology,Computer Science & Business Systems,CSE – Artificial Intelligence & Machine Learning,Mechanical Engineering",1446,971,297,29
2018,De-Khalsa,2e074b1f-26b0-4773-9d09-9855be0e72bf,Offline,"CSE – Artificial Intelligence,CSE – Internet of Things (IoT),Civil Engineering – Environmental Geotechnology,CSE – Artificial Intelligence & Data Engineering,CSE – Blockchain Technology",1000,1404,208,52
2018,"Prabhu, Chowdhury and Wali",eca9d0b0-394e-4081-abe9-588684045486,Offline,"Mechanical Engineering – Mechatronics,ECE – Robotics,EEE – Electric Vehicles / Microgrid Technologies,Electrical & Electronics Engineering (EEE),CSE – Mobile Applications & Cloud Technology",540,1340,82,54
2018,Borde Ltd,36e5ae71-17f3-4da3-a4a8-083829a4c68c,Online,"CSE – Artificial Intelligence,CSE – Cyber Physical Systems,CSE – Cloud Technology & Information Security,ECE – Robotics,Computer Science & Business Systems",1487,737,481,80
2018,Chaudhary and Sons,f9ce8898-abe8-4fd8-af5c-ac13c3113e92,Online,"CSE – Blockchain Technology,CSE – Internet of Things (IoT),CSE – Artificial Intelligence & Data Engineering,Mechanical Engineering,Electronics & Communication Engineering (ECE)",1022,698,418,47
2018,"Cheema, Dutt and Korpal",03dd1822-5535-409a-9ca5-aaf8d089826d,Online,"Electronics & Communication Engineering (ECE),CSE – AI-Driven DevOps,Civil Engineering – Construction Technology,CSE – Artificial Intelligence & Data Engineering,CSE – Internet of Things (IoT)",578,776,65,54
2018,Walia and Sons,b955837c-c9db-4399-b8ab-91af0546de3c,Offline,"EEE – Electric Vehicles / Microgrid Technologies,Electrical & Electronics Engineering (EEE),CSE – AI-Driven DevOps,CSE – Blockchain Technology,Computer Engineering – Software Engineering",379,439,222,155
2018,"Kakar, Goel and Gala",c287ff19-d173-4a3b-b8e5-c397c6c7e463,Online,"EEE – Electric Vehicles / Microgrid Technologies,Electronics & Communication Engineering (ECE),Electrical & Electronics Engineering (EEE),Computer Science & Engineering – Data Science,Computer Engineering – Software Engineering",1305,866,240,198
2018,Shenoy LLC,c31a9986-c3e2-490e-ad01-00efcb337de6,Online,"Computer Science & Engineering (CSE),Electrical & Electronics Engineering (EEE),ECE – VLSI Design & Technology,Civil Engineering – Construction Technology,CSE – Artificial Intelligence & Machine Learning",1114,834,365,91
2018,"Sanghvi, Sampath and Ranganathan",84526ef7-fe48-41b4-b791-97d6d6711935,Offline,"CSE – Mobile Applications & Cloud Technology,Computer Science & Engineering – Data Science,ECE – VLSI Design & Technology,CSE – Artificial Intelligence & Machine Learning,Mechanical Engineering – Mechatronics",216,913,357,66
2018,Bobal and Sons,053ea55c-09a1-41fe-8f90-13ef2169a508,Online,"Electronics & Communication Engineering (ECE),ECE – Robotics,Civil Engineering – Environmental Geotechnology,CSE – Artificial Intelligence & Data Engineering,CSE – Mobile Applications & Cloud Technology",1695,1497,71,21
2018,Kala-Buch,9a5056ff-d8bc-46ac-8cf7-368c4100d968,Online,"CSE – Internet of Things (IoT),Mechanical Engineering – Mechatronics,Mechanical Engineering,EEE – Electric Vehicles / Microgrid Technologies,Mechanical Engineering – Robotics",1970,744,85,33
2018,Kothari PLC,97f1d6b6-d283-447b-b0b8-7bbea05a4bf1,Offline,"Computer Science & Engineering (CSE),Computer Science & Engineering – Data Science,Computer Engineering – Software Engineering,CSE – Artificial Intelligence & Machine Learning,Electronics & Communication Engineering (ECE)",1353,1200,376,105
2018,Pandit Group,6bb014cc-8506-45c5-b39b-d2d12bc75587,Online,"CSE – Artificial Intelligence,CSE – Mobile Applications & Cloud Technology,CSE – Artificial Intelligence & Machine Learning,Mechanical Engineering – Mechatronics,Computer Science & Engineering – Data Science",1766,767,51,85
2018,"Bala, Nagi and Kari",f8bfe84d-2d82-43a0-9346-06db7f06caab,Online,"Mechanical Engineering – Mechatronics,CSE – AI-Driven DevOps,CSE – Artificial Intelligence,Electrical & Electronics Engineering (EEE),Computer Science & Engineering (CSE)",1248,342,378,12
2018,Yogi-De,3ee7b306-bed3-4188-81cc-a62252602d08,Online,"EEE – Electric Vehicles / Microgrid Technologies,CSE – Mobile Applications & Cloud Technology,CSE – Cyber Physical Systems,CSE – Cloud Technology & Information Security,CSE – AI-Driven DevOps",816,1116,282,74
